Title: ASS_v5
        Date: 25.06.05.20.2021
        User/s: Default
        Viscosity: 30
        Seconds per drop: 2
        Notes: self.add_notes(0)
        TotalTime	TimeSinceDrop	Frame	MovingPixelAvg	MovingPixels	Voltage
        40.63902497291565	41.239644050598145	121	272.36	11000	125
55.687742948532104	15.046046257019043	347	73.13090909090909	206	1066.7686233520508
58.885406732559204	3.195091962814331	395	66.80434782608695	10500	1379.8893032073975
59.216145753860474	0.3281691074371338	400	66.91950464396285	366	1408.5872859954834
59.548821449279785	0.33013010025024414	405	67.05864197530865	380	1348.4246253967285
61.481433391571045	1.930030345916748	434	64.71306818181819	9500	1288.3337621688843
61.81809639930725	0.3341333866119385	439	64.87535410764872	8500	1285.8380289077759
62.14557695388794	0.3233754634857178	444	65.08757062146893	160	1225.9058837890625
62.54403591156006	0.3955233097076416	450	65.05882352941177	7125	1165.5724802017212
62.87982153892517	0.3327353000640869	455	65.05882352941177	6375	1107.8465099334717
63.276395320892334	0.3939225673675537	461	65.27932960893855	5625	1047.8509359359741
63.612600564956665	0.3335449695587158	466	65.525	162	990.058515548706
65.7399513721466	2.124758720397949	498	61.80562659846547	168	930.0892314910889
66.27158045768738	0.5292329788208008	506	61.64393939393939	6375	933.0934085845947
68.93774509429932	2.6639068126678467	546	58.71527777777778	168	880.1592626571655
73.20304656028748	4.262738943099976	610	53.345454545454544	144	896.1091165542603
77.06157612800598	3.855881452560425	668	50.05978260869565	146	950.4315195083618
78.52511811256409	1.461230754852295	690	48.79755671902269	136	994.9823789596558
80.58952212333679	2.062026262283325	721	47.366500829187395	115	975.599723815918
87.84711503982544	7.2552268505096436	830	42.634317862165965	112	977.0973033905029
88.84652256965637	0.9971427917480469	845	42.15862068965517	112	1103.2317657470703
93.77934288978577	4.930583477020264	919	39.86842105263158	103	1067.1421070098877
94.24127316474915	0.4587728977203369	926	39.75840597758406	180	1137.5004291534424
94.70895099639893	0.46512937545776367	933	39.69344870210136	6800	1082.0398998260498
95.04066896438599	0.3285651206970215	938	39.712700369913684	251	1026.8003330230713
95.3731369972229	0.32935094833374023	943	39.712700369913684	262	966.6414918899536
95.70940685272217	0.333115816116333	948	39.75645756457565	8500	906.52135181427
96.10550808906555	0.3935074806213379	954	39.74723926380368	103	846.5366353988647
96.6423716545105	0.5343143939971924	962	39.58029197080292	8925	788.7260789871216
97.5742564201355	0.9293501377105713	976	39.31009615384615	149	735.9848890304565
97.90545606613159	0.3284492492675781	981	39.364945978391354	317	697.4686508178711
98.23738670349121	0.3293294906616211	986	39.364945978391354	582	637.3163757324219
98.5699245929718	0.3293769359588623	991	39.364945978391354	6375	577.1962699890137
98.90549969673157	0.33294010162353516	996	39.308982035928146	151	517.0801725387573
99.36969900131226	0.4609529972076416	1003	39.19880952380952	115	457.10954093933105
99.77119374275208	0.3988785743713379	1009	39.140828402366864	99	401.7278299331665
100.10198450088501	0.3275871276855469	1014	39.160756501182036	277	344.12968730926514
100.43433094024658	0.32976460456848145	1019	39.19834710743802	437	283.9463243484497
104.09802341461182	3.661128282546997	1074	38.62847608453838	105	223.84167671203613
105.09812688827515	0.9977865219116211	1089	38.37171052631579	96	263.71796226501465
112.95642423629761	7.855524063110352	1207	35.76482021379981	124	227.6628589630127
120.08053946495056	7.121493577957153	1314	34.010572687224666	132	368.212121963501
126.67487001419067	6.591762542724609	1413	32.59610705596107	161	491.1443500518799
128.1373827457428	1.4598908424377441	1435	32.30167597765363	197	601.3636741638184
134.13064336776733	5.989348411560059	1525	31.125186289120716	148	581.9324560165405
134.46506881713867	0.3321216106414795	1530	31.111524163568774	114	677.6855325698853
138.32227516174316	3.8530795574188232	1588	30.53994293865906	155	617.6747579574585
138.65883040428162	0.3334660530090332	1593	30.548823948681395	144	662.1589670181274
139.3901720046997	0.728961706161499	1604	30.53579021970234	76	602.1794004440308
140.3228566646576	0.9304096698760986	1618	30.536191145467324	146	556.4365015029907
141.05926084518433	0.7341387271881104	1629	30.532494758909852	147	517.9452657699585
142.18652653694153	1.1236662864685059	1646	30.40179806362379	93	472.39570903778076
149.97643971443176	7.787678956985474	1763	29.037820512820513	165	440.86051845550537
154.64190673828125	4.663029670715332	1833	28.373848987108655	118	579.7735910415649
155.03793621063232	0.39309263229370117	1839	28.3531211750306	94	643.7022905349731
157.3711953163147	2.3306832313537598	1874	27.980215827338128	76	585.8771171569824
